slope_angle_deg,factor_of_safety,green_index,rainfall_mm_day,pore_pressure_kpa,risk_score
15.78,0.74,0.36,10.87,33.65,0.16
26.35,1.07,0.47,14.71,19.53,0.17
14.65,0.31,0.89,18.31,16.13,0.13
2.04,1.34,0.4,8.85,35.73,0.1
42.24,0.94,0.85,8.47,59.67,0.25
27.5,0.41,0.71,29.04,8.01,0.19
49.41,1.26,0.77,5.63,50.81,0.24
42.63,1.33,0.35,12.08,36.28,0.24
26.75,1.0,0.31,1.41,27.12,0.18
67.21,1.72,0.63,0.61,0.0,0.28
47.42,1.37,0.37,1.86,13.82,0.25
16.77,0.91,0.63,11.27,29.21,0.15
48.42,1.4,0.69,40.14,0.0,0.22
46.4,0.66,0.72,22.31,23.58,0.26
3.82,1.43,0.14,0.27,41.35,0.11
43.47,0.77,0.52,0.59,0.0,0.2
36.76,1.51,0.52,1.36,29.43,0.18
37.46,1.43,0.4,3.03,20.41,0.21
42.08,1.53,0.35,5.5,36.53,0.23
25.46,1.38,0.7,43.2,42.83,0.19
29.04,2.13,0.71,16.52,0.0,0.14
28.02,1.75,0.56,1.24,0.0,0.14
39.52,2.55,0.82,10.13,67.1,0.18
22.83,0.95,0.22,25.09,0.0,0.18
52.14,1.26,0.72,3.4,7.67,0.24
32.63,1.88,0.34,14.22,33.74,0.2
13.85,1.76,0.35,13.41,5.0,0.11
37.55,1.79,0.32,12.73,16.18,0.18
24.4,1.53,0.38,4.68,29.6,0.15
48.1,1.35,0.71,23.69,0.0,0.23
35.89,0.31,0.72,12.68,16.67,0.22
43.92,1.37,0.17,8.01,6.66,0.24
47.24,0.77,0.35,5.06,4.84,0.26
36.62,1.07,0.33,2.31,0.0,0.21
37.85,1.56,0.46,13.1,26.08,0.2
20.12,1.53,0.2,2.72,42.0,0.16
23.98,1.0,0.29,30.32,0.0,0.18
43.77,0.63,0.48,23.31,32.62,0.27
26.07,1.69,0.18,22.39,55.51,0.19
38.31,1.61,0.22,1.79,24.64,0.2
16.79,1.26,0.58,1.41,33.34,0.13
33.2,2.12,0.49,24.89,7.0,0.18
16.5,1.4,0.5,38.04,0.0,0.13
16.01,1.59,0.88,6.46,0.0,0.09
49.96,1.27,0.27,15.98,39.02,0.27
34.98,1.44,0.33,15.15,9.1,0.21
63.23,0.69,0.02,8.76,39.79,0.35
33.79,1.05,0.63,3.58,34.9,0.2
27.61,1.38,0.48,3.84,23.3,0.16
47.93,0.95,0.19,6.68,25.68,0.27
40.92,1.4,0.58,15.68,41.54,0.22
39.84,1.72,0.38,26.73,25.56,0.22
31.05,1.91,0.85,9.19,46.65,0.17
26.25,1.65,0.6,31.81,23.54,0.17
48.91,2.0,0.34,13.14,9.57,0.21
22.06,1.17,0.33,5.41,39.07,0.19
32.28,1.6,0.58,13.28,30.19,0.19
31.49,0.93,0.7,58.18,4.73,0.2
43.93,1.12,0.29,16.35,28.64,0.25
51.66,1.86,0.57,23.96,30.28,0.25
31.8,1.78,0.59,9.97,2.31,0.15
25.99,1.0,0.29,2.93,28.05,0.18
56.34,2.68,0.75,5.84,0.0,0.2
41.64,1.72,0.52,15.07,34.51,0.21
22.58,1.9,0.22,14.44,60.98,0.18
35.0,2.21,0.28,17.83,27.08,0.19
50.98,1.76,0.65,11.08,10.83,0.22
30.26,1.02,0.47,9.04,22.94,0.2
26.66,1.7,0.28,19.65,21.77,0.18
40.74,0.94,0.74,12.85,31.75,0.22
31.97,1.35,0.36,9.89,41.13,0.2
2.01,1.77,0.28,28.41,61.6,0.12
1.98,1.55,0.13,17.39,41.58,0.13
61.07,1.78,0.65,0.45,0.0,0.23
44.88,0.86,0.5,18.85,0.0,0.24
21.53,1.15,0.94,10.12,0.0,0.11
37.46,0.31,0.34,5.14,34.32,0.24
50.85,1.55,0.4,5.6,22.31,0.24
48.48,0.97,0.78,4.65,40.58,0.25
35.88,1.11,0.37,4.45,25.09,0.22
21.22,1.36,0.57,2.64,13.37,0.13
38.97,1.46,0.38,18.37,28.94,0.23
26.55,1.51,0.48,3.7,0.0,0.17
39.72,1.16,0.77,12.45,12.56,0.19
22.87,1.63,0.46,8.35,64.9,0.18
37.62,1.19,0.16,11.26,33.53,0.23
31.5,0.92,0.05,2.75,0.0,0.2
47.07,0.78,0.27,12.0,84.37,0.31
54.37,1.42,0.3,12.61,26.32,0.27
34.9,1.12,0.3,7.44,3.75,0.19
36.63,1.13,0.75,15.11,20.32,0.2
48.13,1.67,0.38,4.13,16.88,0.25
31.68,1.26,0.61,10.84,0.0,0.16
18.42,0.8,0.26,15.69,43.23,0.18
23.0,2.5,0.22,11.44,22.18,0.12
34.26,1.07,0.7,3.93,35.3,0.19
33.22,1.63,0.55,6.69,14.54,0.2
24.18,1.23,0.7,3.71,22.78,0.15
36.57,1.68,0.06,48.7,33.0,0.25
15.27,1.64,0.67,19.05,11.36,0.12
31.58,0.89,0.51,5.1,7.06,0.18
33.24,0.81,0.77,38.34,0.0,0.2
49.72,1.19,0.66,7.45,0.0,0.24
12.42,1.11,0.58,3.3,0.0,0.11
47.44,0.65,0.01,4.56,10.15,0.29
46.06,1.53,0.62,17.65,13.54,0.22
28.91,1.22,0.58,1.45,0.0,0.17
36.58,1.9,0.05,27.2,20.59,0.21
37.51,0.98,0.81,11.51,0.0,0.2
41.08,1.32,0.04,19.93,14.43,0.24
2.13,1.86,0.53,2.52,21.63,0.07
55.92,0.72,0.47,5.74,19.61,0.27
32.48,1.02,0.36,11.53,36.28,0.22
13.78,1.11,0.58,7.38,40.91,0.13
26.41,1.75,0.29,10.46,20.15,0.18
32.59,0.74,0.84,22.43,8.3,0.2
26.71,1.1,0.51,12.65,27.48,0.17
40.83,0.98,0.81,16.2,36.4,0.22
49.39,1.86,0.37,12.07,15.49,0.24
23.3,1.34,0.28,0.75,17.83,0.16
35.15,1.89,0.48,3.63,20.94,0.19
42.47,1.96,0.42,12.93,2.94,0.18
61.38,0.33,0.84,13.09,39.82,0.32
41.06,1.91,0.76,11.03,25.98,0.19
36.57,1.39,0.7,9.09,38.51,0.19
36.76,1.44,0.87,6.89,37.59,0.19
45.58,1.19,0.46,17.47,0.0,0.23
59.61,0.95,0.68,22.64,24.28,0.29
50.91,1.53,0.41,10.76,0.0,0.27
22.24,1.33,0.33,6.15,27.23,0.15
44.14,0.83,0.55,35.67,19.08,0.26
37.12,1.25,0.65,5.38,38.6,0.19
37.03,1.52,0.09,37.97,25.23,0.24
37.73,1.18,0.63,39.21,19.69,0.22
33.08,0.88,0.67,13.14,23.1,0.19
38.74,1.41,0.13,2.17,35.23,0.22
32.56,0.78,0.37,4.85,34.93,0.2
29.46,1.68,0.34,6.23,31.8,0.18
38.12,1.52,0.68,9.55,0.0,0.17
44.47,1.32,0.31,4.13,2.51,0.23
42.03,1.77,0.67,17.25,9.08,0.21
29.39,1.36,0.73,20.58,26.28,0.17
44.02,0.81,0.66,6.46,0.0,0.21
28.17,1.83,0.05,1.28,23.52,0.18
18.46,1.99,0.41,18.86,19.5,0.12
48.32,1.95,0.17,28.99,15.68,0.24
16.46,1.77,0.39,19.0,18.89,0.16
34.54,0.83,0.17,7.45,16.89,0.22
56.75,1.83,0.27,68.1,43.48,0.32
20.49,1.82,0.85,11.71,39.67,0.15
36.27,1.7,0.26,4.25,33.26,0.21
32.46,0.71,0.58,2.38,3.02,0.18
42.83,0.68,0.43,16.85,28.6,0.27
50.63,1.87,0.19,22.02,45.94,0.26
49.96,0.51,0.43,11.86,19.22,0.27
35.18,1.46,0.5,35.27,22.06,0.21
35.84,0.43,0.36,7.51,40.38,0.26
26.82,1.63,0.41,22.51,8.36,0.16
11.5,1.44,0.89,21.2,0.0,0.09
27.61,0.93,0.19,28.36,37.01,0.22
21.1,1.16,0.32,0.22,10.58,0.15
2.01,1.18,0.15,15.36,12.3,0.11
30.95,1.13,0.38,9.44,23.84,0.2
29.87,1.62,0.66,18.91,25.53,0.17
38.3,1.27,0.89,6.75,28.6,0.18
31.9,1.5,0.68,29.88,0.0,0.18
53.88,1.58,0.7,1.1,45.91,0.25
30.62,0.98,0.48,28.4,2.84,0.2
41.07,1.06,0.4,7.99,34.22,0.24
45.74,0.62,0.25,4.3,0.0,0.26
32.19,1.91,0.37,43.54,24.17,0.24
50.1,1.81,0.44,4.32,25.8,0.22
20.1,1.41,0.43,9.54,37.9,0.15
34.82,0.48,0.49,3.48,16.94,0.22
33.94,1.75,0.33,8.14,11.83,0.18
15.35,1.25,0.73,12.74,14.95,0.12
62.51,0.3,0.69,6.51,10.3,0.32
47.27,0.52,0.66,2.3,0.0,0.25
30.65,1.22,0.48,8.45,33.41,0.2
24.8,1.24,0.58,4.42,9.97,0.14
44.29,1.06,0.57,17.77,39.58,0.25
33.5,1.35,0.4,24.27,39.52,0.21
47.89,2.27,0.55,1.17,0.0,0.2
54.25,1.8,0.41,19.84,19.47,0.25
33.69,1.25,0.69,4.8,11.33,0.19
40.19,0.98,0.14,8.23,30.7,0.24
31.48,1.52,0.48,19.77,0.0,0.19
44.88,1.52,0.14,3.7,35.98,0.26
36.32,2.04,0.8,5.1,0.0,0.13
67.86,1.26,0.41,10.95,39.91,0.32
18.73,1.31,0.7,8.12,30.12,0.12
32.45,1.55,0.67,8.05,22.67,0.19
57.2,1.58,0.86,4.17,43.57,0.27
36.92,0.63,0.17,16.39,50.47,0.27
61.22,1.62,0.66,4.93,0.0,0.26
34.08,1.12,0.81,1.75,27.37,0.18
48.04,1.01,0.38,17.3,5.0,0.24
27.73,1.72,0.11,24.27,18.65,0.19
11.11,0.68,0.42,14.52,20.11,0.15
41.45,1.66,0.6,18.38,35.32,0.21
35.05,1.26,0.15,7.62,46.39,0.21
25.98,1.97,0.52,13.82,35.01,0.15
34.26,2.06,0.13,6.0,18.54,0.18
38.09,1.74,0.89,11.0,14.54,0.18
39.42,0.98,0.7,9.41,13.8,0.22
24.62,0.8,0.46,13.53,32.9,0.18
4.39,1.48,0.29,17.52,22.29,0.1
29.73,0.85,0.61,1.62,20.81,0.17
53.58,1.18,0.28,31.06,32.26,0.29
41.49,1.45,0.39,15.04,31.06,0.24
34.65,1.17,0.2,5.83,0.0,0.2
44.75,1.28,0.8,26.94,7.27,0.21
17.69,1.86,0.8,15.48,28.23,0.12
44.18,1.65,0.42,12.55,29.48,0.23
17.3,0.67,0.61,4.38,5.58,0.14
37.62,0.84,0.23,2.76,39.19,0.23
55.63,1.91,0.84,9.22,40.77,0.25
38.82,0.97,0.56,3.4,13.2,0.22
33.9,1.77,0.74,1.08,35.66,0.17
18.91,1.51,0.83,4.47,42.96,0.13
35.41,2.09,0.3,10.24,24.42,0.19
32.17,1.97,0.36,2.83,19.75,0.18
30.54,0.87,0.62,15.22,12.08,0.18
22.28,1.81,0.38,5.42,31.66,0.14
17.96,1.53,0.65,11.54,23.67,0.13
33.62,1.55,0.06,7.92,5.3,0.19
53.74,1.79,0.44,10.8,7.97,0.25
41.51,1.64,0.59,6.54,86.2,0.24
31.12,2.16,0.58,27.4,5.71,0.17
16.52,1.71,0.48,25.66,6.35,0.12
18.6,1.59,0.49,11.62,55.42,0.14
30.96,1.32,0.58,18.19,7.34,0.17
35.24,2.43,0.5,9.75,83.51,0.19
51.56,1.01,0.41,18.05,16.36,0.27
48.12,1.39,0.54,1.99,71.44,0.26
30.99,1.06,0.37,10.62,0.0,0.18
35.65,1.31,0.53,1.15,44.36,0.2
26.05,1.41,0.39,20.95,0.0,0.17
59.15,1.17,0.28,30.23,11.64,0.32
10.2,0.91,0.58,5.79,22.05,0.11
47.2,0.88,0.5,15.84,32.95,0.25
33.65,1.08,0.83,26.95,24.61,0.19
15.54,0.9,0.64,8.32,4.11,0.12
34.15,0.97,0.4,2.4,23.11,0.21
43.55,1.65,0.76,6.27,11.36,0.18
34.46,0.95,0.14,24.2,14.25,0.24
37.58,2.06,0.4,6.35,54.92,0.2
19.06,1.32,0.39,6.29,38.9,0.17
21.44,1.4,0.19,19.77,4.68,0.15
36.71,1.98,0.55,3.27,14.55,0.16
39.51,1.19,0.52,11.23,0.0,0.2
15.11,1.03,0.65,5.01,6.2,0.11
38.98,1.58,0.32,1.76,56.62,0.23
35.88,1.45,0.54,40.94,40.55,0.22
34.02,1.53,0.2,8.51,43.68,0.22
19.67,1.6,0.63,12.25,29.42,0.13
2.03,1.77,0.77,4.17,16.62,0.06
47.57,2.04,0.85,12.06,0.0,0.18
33.79,1.41,0.22,8.86,21.09,0.19
46.97,1.8,0.84,47.69,9.97,0.23
28.96,1.46,0.62,11.9,0.0,0.16
34.28,0.89,0.59,0.1,5.01,0.19
23.97,2.15,0.65,13.39,20.88,0.13
74.24,0.5,0.16,8.18,26.97,0.36
47.36,1.81,0.26,9.5,23.52,0.29
2.11,1.52,0.67,8.16,13.6,0.06
27.18,1.3,0.54,12.32,39.46,0.18
62.33,1.29,0.92,17.68,39.91,0.3
44.05,1.31,0.78,1.61,47.46,0.22
48.69,0.58,0.47,32.5,26.96,0.28
6.04,2.01,0.55,8.34,0.0,0.06
45.43,1.97,0.79,31.39,14.81,0.22
45.86,1.3,0.32,6.58,25.57,0.25
40.82,1.16,0.21,10.61,0.0,0.22
52.13,1.19,0.81,11.09,14.96,0.24
42.5,0.86,0.22,6.05,6.18,0.24
14.38,1.53,0.54,5.23,10.05,0.11
14.52,0.78,0.25,10.12,43.23,0.16
46.39,1.41,0.03,11.13,57.64,0.28
45.29,1.57,0.79,42.22,19.35,0.24
24.45,1.96,0.66,11.34,9.82,0.13
33.4,1.43,0.82,2.28,48.88,0.18
21.2,1.76,0.55,0.83,18.05,0.15
52.7,1.47,0.42,7.79,43.65,0.28
31.73,1.51,0.08,8.69,7.28,0.19
34.51,1.84,0.59,18.73,36.74,0.2
43.63,1.8,0.7,21.06,37.72,0.22
28.07,1.95,0.77,4.5,23.48,0.13
33.83,0.89,0.79,6.0,46.86,0.2
28.39,1.43,0.33,29.9,22.37,0.19
45.25,0.62,0.74,4.02,12.72,0.22
36.39,1.39,0.76,25.84,45.91,0.19
31.95,1.35,0.38,8.89,42.97,0.2
51.99,1.04,0.8,28.95,0.0,0.26
51.26,2.04,0.57,11.03,17.22,0.22
24.72,1.68,0.25,25.42,33.46,0.18
22.52,0.98,0.98,35.73,36.33,0.18
38.44,1.13,0.22,17.27,21.56,0.23
13.06,1.68,0.72,6.1,34.7,0.12
46.13,2.1,0.32,22.04,2.09,0.2
6.7,1.5,0.5,87.23,0.0,0.14
34.88,1.42,0.9,22.78,6.75,0.16
34.1,2.56,0.49,11.12,11.35,0.17
15.84,1.85,0.62,21.46,20.35,0.12
23.99,0.48,0.83,4.6,7.92,0.16
45.73,1.17,0.14,4.09,5.84,0.25
34.19,1.28,0.37,2.73,23.1,0.2
38.86,1.97,0.87,0.86,43.82,0.18
22.61,1.53,0.38,3.37,22.18,0.14
21.32,1.47,0.84,4.66,27.58,0.13
49.75,1.55,0.15,25.89,24.02,0.29
19.99,1.41,0.46,20.93,6.51,0.15
35.5,1.53,0.96,29.11,24.37,0.18
32.81,1.48,0.14,19.12,4.85,0.18
25.93,1.12,0.36,11.83,23.19,0.19
40.78,0.99,0.77,3.96,1.08,0.19
23.39,0.83,0.43,1.23,12.2,0.17
11.67,2.01,0.32,2.42,23.54,0.09
32.72,1.51,0.36,3.12,20.39,0.2
31.24,0.93,0.74,3.22,24.49,0.18
51.17,2.34,0.2,22.28,41.66,0.26
21.41,1.26,0.55,4.47,16.69,0.14
37.33,1.24,0.35,23.78,20.31,0.24
35.72,1.18,0.83,16.05,11.0,0.17
30.43,0.49,0.61,13.8,12.18,0.2
41.22,0.99,0.55,35.46,0.0,0.24
3.79,1.14,0.5,13.4,45.96,0.11
31.21,0.93,0.31,18.64,2.77,0.2
27.83,2.11,0.48,7.37,0.0,0.14
35.31,1.46,0.47,7.12,36.35,0.2
34.07,1.95,0.6,10.98,52.99,0.17
49.32,0.63,0.41,19.94,56.62,0.29
49.58,1.8,0.79,0.9,18.79,0.23
77.33,2.04,0.07,11.3,21.67,0.33
46.22,1.95,0.51,3.72,0.0,0.2
26.81,1.72,0.65,7.36,2.89,0.14
35.64,1.39,0.76,6.88,11.66,0.19
2.1,1.56,0.73,11.11,39.11,0.08
32.67,2.84,0.82,36.61,31.79,0.17
39.05,1.87,0.4,41.46,19.69,0.24
48.15,1.94,0.66,15.96,0.0,0.2
54.83,1.36,0.26,18.13,40.47,0.3
63.76,1.07,0.07,23.46,54.16,0.37
46.75,1.57,0.71,2.76,9.03,0.2
57.13,1.58,0.87,21.46,18.98,0.32
34.84,1.58,0.21,10.19,1.74,0.2
26.12,1.8,0.86,6.63,17.15,0.12
28.31,1.23,0.43,9.03,27.23,0.17
58.68,1.27,0.66,34.42,33.89,0.29
17.7,0.59,0.31,5.37,31.32,0.16
53.86,1.44,0.55,20.9,17.07,0.26
52.38,1.78,0.41,2.63,8.56,0.24
19.61,1.33,0.23,1.79,52.57,0.18
39.07,1.35,0.63,48.67,41.59,0.24
30.82,1.15,0.48,0.21,5.75,0.17
43.49,1.3,0.52,22.77,2.13,0.25
7.97,0.93,0.34,5.0,25.85,0.12
58.69,0.45,0.27,3.09,42.56,0.37
18.08,0.31,0.69,15.12,20.85,0.16
55.42,1.38,0.22,29.32,0.0,0.3
39.42,1.39,0.72,7.49,36.99,0.21
29.04,1.34,0.48,25.17,13.65,0.19
68.75,2.11,0.4,70.56,15.82,0.34
17.76,0.67,0.77,6.31,7.56,0.13
27.55,1.48,0.59,9.44,64.43,0.2
49.43,0.95,0.66,30.25,44.5,0.27
51.31,2.03,0.75,2.14,1.03,0.19
39.68,1.32,0.38,5.14,25.64,0.21
53.66,1.58,0.82,14.08,27.86,0.23
39.64,1.57,0.37,13.03,83.48,0.24
44.12,1.23,0.79,1.64,25.0,0.22
35.48,1.06,0.53,19.38,12.49,0.2
51.34,0.96,0.8,5.48,33.11,0.25
49.82,1.53,0.94,15.64,29.67,0.24
41.87,1.35,0.74,15.68,5.5,0.21
51.9,1.54,0.71,25.86,41.47,0.24
37.05,1.77,0.38,25.57,25.19,0.2
37.56,1.07,0.28,13.05,17.72,0.22
22.29,1.94,0.72,7.13,34.2,0.13
43.05,1.81,0.14,19.04,0.64,0.24
2.06,1.37,0.68,13.63,41.15,0.1
42.9,1.4,0.3,42.61,20.35,0.25
22.23,2.03,0.55,6.04,0.0,0.11
68.52,1.15,0.3,5.51,41.58,0.35
48.33,1.33,0.82,4.17,40.2,0.24
28.46,1.19,0.65,6.53,9.43,0.17
45.03,1.43,0.68,29.21,24.76,0.23
35.05,1.32,0.48,15.11,24.02,0.19
45.18,1.51,0.55,21.83,45.55,0.24
35.81,2.4,0.5,17.16,6.99,0.17
19.71,1.35,0.63,6.86,29.02,0.14
6.97,1.02,0.82,1.18,36.82,0.09
37.77,1.18,0.86,1.97,26.51,0.18
36.66,1.52,0.86,24.5,18.24,0.2
41.23,1.22,0.32,17.8,28.06,0.26
37.03,1.5,0.47,10.77,5.57,0.19
57.74,0.46,0.84,22.4,0.0,0.27
41.88,2.36,0.47,5.24,33.37,0.19
40.35,1.54,1.0,0.55,45.19,0.19
32.3,2.56,0.6,4.24,0.0,0.13
33.99,1.31,0.24,21.02,35.23,0.22
36.89,1.47,0.57,7.79,30.35,0.22
20.19,1.35,0.29,5.0,47.69,0.17
68.86,0.46,0.62,9.11,48.89,0.35
49.58,1.47,0.5,0.34,18.92,0.24
32.01,2.15,0.47,1.74,10.85,0.16
37.52,1.73,0.33,55.35,0.0,0.23
42.15,1.46,0.14,1.08,37.29,0.27
39.73,2.2,0.53,13.87,15.31,0.19
37.51,1.7,0.41,8.27,1.27,0.19
34.27,2.1,0.6,7.11,56.85,0.18
45.76,0.94,0.74,11.58,12.67,0.24
60.72,1.8,0.29,7.3,20.94,0.29
31.98,1.58,0.48,11.54,22.96,0.18
24.4,1.02,0.59,9.77,15.4,0.16
36.21,0.76,0.4,15.8,9.04,0.24
26.67,1.49,0.27,4.04,1.72,0.15
48.79,1.78,0.29,22.85,21.82,0.22
39.83,1.46,0.88,25.94,34.46,0.2
30.61,0.86,0.82,9.48,34.77,0.18
21.32,1.84,0.22,2.7,48.71,0.17
48.64,0.54,0.16,5.98,14.42,0.29
33.6,1.63,0.55,3.78,25.2,0.19
53.39,1.35,0.64,4.86,17.25,0.25
42.2,1.39,0.27,2.96,41.2,0.23
51.93,1.28,0.11,0.51,26.23,0.27
41.02,1.19,0.62,3.07,6.6,0.2
37.08,1.09,0.17,13.64,42.39,0.24
49.49,1.37,0.29,0.64,0.0,0.22
12.82,0.91,0.55,30.25,49.35,0.15
56.04,0.89,0.63,29.1,20.55,0.29
33.04,1.76,0.27,56.16,41.84,0.23
54.7,1.99,0.34,17.33,26.13,0.25
25.76,0.59,0.51,50.19,52.04,0.23
15.65,0.91,0.71,9.68,43.7,0.14
66.43,1.25,0.81,4.02,22.98,0.3
17.53,1.67,0.37,48.79,0.0,0.14
35.14,1.76,0.36,0.72,7.5,0.18
47.09,1.98,0.08,33.81,55.89,0.3
46.85,1.62,0.6,17.09,0.0,0.23
21.0,1.87,0.52,9.15,51.36,0.15
31.21,0.76,0.89,23.7,12.93,0.2
56.74,1.27,0.12,25.35,26.5,0.3
34.46,0.68,0.8,19.92,29.41,0.2
62.01,0.74,0.83,4.41,39.07,0.29
57.23,1.84,0.39,5.04,20.45,0.23
30.44,1.42,0.36,22.9,19.11,0.19
38.65,1.03,0.74,2.21,28.83,0.21
22.42,1.01,0.25,41.51,18.19,0.2
36.23,0.79,0.04,32.47,48.27,0.26
46.08,0.68,0.78,2.02,9.25,0.25
28.76,1.51,0.76,3.02,20.87,0.16
28.94,0.99,0.13,3.32,0.0,0.22
48.12,0.9,0.18,0.45,61.99,0.29
52.9,1.62,0.41,6.89,21.1,0.24
45.28,1.38,0.15,0.01,0.0,0.23
31.62,1.6,0.14,11.48,0.0,0.19
46.83,0.66,0.42,6.41,39.41,0.26
50.07,1.14,0.63,1.6,0.0,0.23
44.47,1.89,0.88,28.44,16.71,0.21
41.16,0.88,0.6,35.71,0.0,0.23
38.11,1.47,0.34,22.74,10.68,0.2
20.48,0.77,0.33,19.56,0.0,0.17
19.59,1.54,0.22,18.5,0.0,0.14
26.63,0.85,0.73,2.97,11.81,0.16
33.05,1.07,0.34,10.68,37.44,0.21
34.86,0.6,0.72,5.92,2.91,0.2
36.01,1.54,0.21,4.95,18.53,0.2
42.53,1.23,0.43,10.06,11.54,0.22
10.79,0.91,0.39,5.87,9.86,0.13
17.14,1.83,0.34,31.16,29.21,0.14
43.7,1.07,0.69,0.87,59.33,0.28
24.28,1.79,0.61,16.44,17.2,0.15
43.11,1.97,0.42,6.82,49.42,0.23
40.56,1.08,0.68,17.82,19.27,0.22
35.16,2.51,0.64,5.4,45.89,0.16
6.82,1.29,0.63,1.9,9.05,0.09
37.09,1.4,0.82,34.39,35.0,0.22
38.31,1.08,0.28,4.01,0.0,0.21
40.55,1.06,0.13,15.28,56.76,0.26
38.45,1.03,0.51,4.55,51.55,0.24
11.45,0.56,0.67,1.14,38.43,0.12
41.78,2.12,0.68,14.93,50.85,0.21
42.59,1.01,0.87,0.71,0.0,0.19
28.19,2.05,0.47,39.18,20.57,0.17
21.93,0.29,0.57,2.81,44.83,0.18
54.62,0.99,0.77,10.03,33.0,0.27
32.54,2.18,0.14,47.17,4.85,0.2
46.9,1.09,0.13,33.28,28.38,0.29
23.69,1.29,0.82,13.17,5.6,0.12
48.37,1.6,0.15,23.41,18.28,0.26
44.38,0.88,0.76,0.96,1.98,0.21
21.91,0.65,0.07,11.99,33.32,0.21
33.33,1.64,0.72,4.01,0.0,0.16
61.1,1.74,0.14,17.17,17.33,0.29
14.63,1.28,0.31,8.9,0.0,0.13
36.0,1.91,0.38,5.75,13.83,0.16
14.69,1.25,0.26,6.02,20.6,0.14
28.92,1.74,0.83,0.26,27.9,0.19
58.64,0.78,0.66,15.03,38.56,0.3
44.5,1.87,0.79,50.75,61.02,0.24
41.83,1.92,0.25,8.15,26.91,0.25
36.78,2.21,0.18,9.02,50.13,0.24
31.19,1.0,0.27,0.85,0.0,0.18
36.65,1.76,0.12,6.26,0.0,0.2
17.29,0.55,0.47,11.01,14.28,0.15
9.27,1.12,0.25,5.58,8.15,0.11
32.53,2.14,0.66,2.22,7.49,0.14
30.84,1.92,0.31,13.18,44.58,0.19
21.2,1.56,0.7,9.84,61.44,0.14
34.04,1.5,0.46,7.91,31.07,0.19
40.55,1.49,0.24,32.8,20.31,0.24
14.85,1.03,0.04,4.35,31.57,0.19
44.79,0.95,0.89,2.32,20.49,0.21
32.12,0.88,0.85,18.73,46.58,0.22
53.75,1.09,0.29,9.97,12.07,0.28
37.69,1.7,0.29,2.81,18.01,0.21
33.38,0.92,0.81,5.94,20.99,0.17
25.42,1.65,0.07,12.02,9.62,0.15
21.59,1.93,0.04,18.49,28.13,0.16
48.38,1.26,0.66,30.66,5.56,0.22
33.37,1.34,0.46,9.09,28.79,0.21
32.7,1.72,0.64,1.85,67.47,0.19
64.57,1.83,0.56,7.54,0.15,0.28
30.4,1.01,0.27,1.02,0.0,0.17
21.8,1.77,0.3,10.05,19.52,0.13
32.9,1.49,0.67,9.26,47.69,0.19
33.3,1.6,0.36,5.79,55.63,0.2
29.09,1.08,0.25,22.23,0.0,0.2
29.08,0.83,0.49,31.71,73.5,0.24
40.86,1.02,0.24,5.69,8.48,0.27
31.71,1.26,0.64,2.0,16.9,0.17
28.33,1.47,0.71,21.28,39.75,0.18
36.55,1.19,0.38,31.33,0.0,0.23
20.96,1.49,0.67,0.12,13.1,0.12
30.77,1.97,0.26,21.92,23.96,0.18
17.95,0.72,0.55,17.74,0.0,0.15
32.56,0.88,0.54,29.06,2.57,0.22
43.52,1.6,0.24,4.79,33.89,0.22
45.57,0.45,0.62,8.17,32.59,0.25
43.1,0.8,0.74,6.29,11.56,0.22
31.19,1.78,0.68,17.73,61.95,0.19
51.29,0.3,0.32,5.93,52.23,0.3
47.22,1.76,0.87,4.49,27.91,0.22
50.56,1.34,0.58,17.29,10.27,0.25
37.33,1.17,0.16,19.65,43.82,0.26
24.8,1.06,0.74,26.19,30.22,0.16
23.38,1.24,0.82,22.34,37.09,0.16
20.34,1.85,0.3,5.29,29.08,0.14
33.22,1.15,0.2,9.16,27.02,0.23
46.24,1.16,0.29,6.96,0.36,0.25
23.77,0.73,0.93,4.21,31.93,0.14
53.08,1.1,0.27,4.99,0.88,0.25
32.66,1.2,0.78,8.78,15.64,0.16
45.55,1.07,0.92,19.33,1.13,0.24
34.71,2.48,0.42,17.12,23.03,0.17
24.66,0.3,0.81,5.41,20.38,0.16
29.75,1.14,0.47,30.31,4.56,0.18
55.64,1.2,0.38,37.88,0.0,0.29
36.52,1.66,0.25,4.41,0.0,0.19
46.59,1.6,0.15,14.93,0.0,0.24
43.04,1.49,0.38,5.57,52.15,0.25
42.65,1.92,0.26,2.79,6.47,0.21
30.37,1.88,0.68,8.6,6.08,0.15
37.25,1.56,0.41,19.51,22.23,0.21
32.98,1.13,0.49,11.79,36.93,0.21
2.01,0.97,0.47,7.89,31.66,0.11
43.88,2.05,0.42,2.88,27.6,0.23
16.49,1.6,0.49,21.09,37.29,0.14
23.71,1.04,0.18,1.15,39.84,0.19
29.41,1.36,0.42,24.49,21.03,0.19
51.64,1.97,0.54,18.82,25.33,0.23
55.52,0.47,0.89,37.38,46.81,0.3
53.76,1.13,0.34,45.51,29.8,0.29
43.47,1.64,0.61,20.23,11.62,0.21
22.98,1.76,0.92,25.12,14.17,0.13
40.82,1.37,0.8,6.92,34.19,0.19
31.09,1.84,0.83,8.18,69.98,0.16
54.89,1.64,0.69,12.03,46.72,0.26
38.95,1.71,0.68,11.46,17.81,0.21
51.88,1.35,0.64,1.02,14.63,0.3
